Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,deviation_factor,Number_of-units,cost,area,vert/hori_area_factor_z-axis,Avg_curvature_angle_z axis,vert/hori_area_factor_x-axis,Avarage curvatrure angle x axis,vert/hori_area_factor_y-axis,Avg_curvature_angle_y axis
0.035305,0.091716,0.269001,-0.033906,0.093239,0.103418,0.239229,-0.029551,-0.155186,0.085626,79,625,17.153504,0.049666,83.85,0.008928,15.557746,0.012758,21.034884
0.042448,0.130797,0.307082,-0.033641,0.092013,0.128114,0.223127,-0.045962,-0.142176,0.08028,80,335,17.050744,0.037356,84.48125,0.008199,15.725342,0.022624,19.96875
0.04686,0.148945,0.31983,-0.035681,0.088538,0.141352,0.206019,-0.061282,-0.132536,0.078926,83,325,17.01108,0.041713,84.50122,None,14.783432,0.008835,20.244643
0.057132,0.158729,0.318651,-0.027505,0.087121,0.152575,0.194335,-0.074064,-0.114371,0.079669,78,338,17.047141,0.044519,84.416766,0.023369,16.205263,0.021505,19.177326
0.073307,0.161172,0.304318,-0.009596,0.087365,0.16251,0.18668,-0.085412,-0.087389,0.07705,74,320,17.091702,0.049139,84.470233,0.021256,17.235398,0.010834,16.945946
0.094774,0.157709,0.278482,0.016535,0.088874,0.17166,0.181345,-0.09625,-0.05235,0.074722,81,348,17.187344,0.061133,83.586449,0.021301,19.585135,0.020817,17.031081
0.119783,0.150151,0.244365,0.047953,0.091201,0.180114,0.176848,-0.106942,-0.011884,0.076099,77,317,17.35932,0.060945,82.864593,0.030062,18.9,0.012066,18.359193
0.143806,0.141341,0.209618,0.07847,0.093679,0.187216,0.172875,-0.116459,0.026833,0.081746,77,321,17.57491,0.059962,81.792593,0.014113,21.966279,0.008108,18.287308
0.172958,0.160993,0.192175,0.108362,0.117258,0.192204,0.172421,-0.104829,0.066668,0.085417,84,394,17.829233,0.047924,81.235793,0.004281,22.084615,0.002298,18.846503
-0.517703,-0.561376,-0.387808,-0.313189,-0.351471,-0.22468,0.061275,-0.176263,-0.399011,0.096212,116,423,19.694841,0.016481,75.512727,0.009128,26.768725,0.00944,30.2832
-0.436635,-0.530301,-0.366574,-0.242605,-0.279445,-0.211051,0.126938,-0.123159,-0.358724,0.095189,98,379,18.749078,None,78.998276,0.014294,26.071137,0.006854,24.615652
-0.41459,-0.52142,-0.35519,-0.222443,-0.263319,-0.202249,0.144357,-0.115033,-0.349267,0.095479,104,406,18.538273,0.013433,79.877922,0.009012,24.317363,0.002863,23.128846
-0.402733,-0.516372,-0.344035,-0.210276,-0.25756,-0.193028,0.153619,-0.116211,-0.345749,0.096332,101,375,18.420713,0.010837,80.469536,0.012237,23.771287,0.015196,22.773267
-0.389047,-0.510545,-0.331171,-0.196113,-0.250861,-0.182372,0.16439,-0.117506,-0.341664,0.098449,102,536,18.299005,0.016849,80.358661,0.019992,25.214286,0.005706,21.603502
-0.373947,-0.504038,-0.31688,-0.180892,-0.243644,-0.170621,0.175945,-0.119097,-0.337121,0.099034,94,430,18.177218,0.010039,79.99375,0.012316,24.36899,0.010263,23.975
-0.35784,-0.49699,-0.3015,-0.165398,-0.236262,-0.158102,0.187687,-0.121084,-0.332203,0.103887,104,378,18.058226,0.020158,80.524528,0.013696,23.932584,0.010281,22.906343
-0.341095,-0.489546,-0.285379,-0.150217,-0.228973,-0.145128,0.199172,-0.1235,-0.327,0.105247,106,372,17.962662,0.019455,81.036735,0.006211,22.626,0.00233,22.29403
-0.323816,-0.478722,-0.265111,-0.137147,-0.221261,-0.130957,0.20912,-0.126479,-0.322419,0.111819,104,412,17.856681,0.021265,81.553125,0.010568,21.92602,None,21.627136
-0.305072,-0.433871,-0.205169,-0.141072,-0.206615,-0.106722,0.206974,-0.131175,-0.326921,0.122122,100,408,17.632018,0.013509,82.860622,None,20.80102,0.009904,19.475258
-0.286954,-0.342469,-0.092519,-0.170235,-0.182574,-0.071053,0.186993,-0.136759,-0.344918,0.088109,78,395,17.319648,0.016699,84.054375,0.00762,19.761111,None,17.132927
-0.272311,-0.333687,-0.076849,-0.160935,-0.176226,-0.060295,0.194368,-0.138684,-0.340364,0.08919,85,332,17.278832,0.029761,84.468293,None,18.203571,0.022,17.604878
-0.25812,-0.325157,-0.062669,-0.152159,-0.169435,-0.050764,0.201549,-0.1394,-0.335628,0.089513,80,364,17.248444,0.036608,84.407927,0.023101,18.646707,0.024145,17.465455
-0.243662,-0.316153,-0.050161,-0.143159,-0.161297,-0.042434,0.208745,-0.138236,-0.329884,0.089197,87,306,17.229268,0.008849,84.170588,None,17.855769,0.00272,18.958065
-0.222351,-0.301333,-0.038998,-0.128875,-0.147752,-0.032396,0.21549,-0.134726,-0.315884,0.087925,95,343,17.171795,0.032633,84.503743,0.050249,19.230319,0.009163,16.59375
-0.171833,-0.262572,-0.027558,-0.092761,-0.116715,-0.009578,0.218303,-0.129849,-0.268297,0.08971,83,307,16.994667,0.046929,84.683571,0.037216,18.402128,0.009031,17.137762
-0.155327,-0.250259,-0.018374,-0.087288,-0.103475,-0.006104,0.224297,-0.121245,-0.259465,0.087739,75,360,16.974292,0.044413,84.72,0.014954,18.006475,0.04606,17.32
-0.103766,-0.206329,0.027948,-0.119413,-0.090816,0.012906,0.201966,-0.127829,-0.229921,0.085032,85,316,16.989431,0.049983,85.078723,0.003046,16.520134,0.003049,16.791946
-0.087712,-0.196419,0.02773,-0.104373,-0.069058,0.010017,0.217152,-0.10689,-0.220241,0.083144,86,350,17.012872,0.059294,84.60566,0.020196,17.184706,0.016592,17.547337
-0.071168,-0.188619,0.022558,-0.08467,-0.043589,0.004165,0.237081,-0.08042,-0.209734,0.082213,91,307,17.096512,0.081556,84.260479,0.00222,17.303867,0.007685,18.497238
-0.052068,-0.182776,0.012978,-0.0608,-0.014228,-0.004189,0.261725,-0.048702,-0.197177,0.083851,90,382,17.261621,0.047694,83.689474,0.008185,18.015341,0.001974,20.482584
-0.029473,-0.18058,-0.003018,-0.03098,0.019874,-0.015771,0.293095,-0.010415,-0.181886,0.089893,95,633,17.579242,0.038331,81.515353,0.003959,19.37004,0.003618,25.1417
-0.001721,-0.184645,-0.029035,0.007794,0.060579,-0.032074,0.334687,0.037229,-0.162583,0.086409,101,397,18.11397,0.04497,78.648288,0.006813,20.718121,0.007734,29.908389
0.034362,-0.199531,-0.071993,0.061136,0.111851,-0.056115,0.39319,0.100049,-0.136792,0.092107,117,694,19.045614,0.019957,75.2184,0.014827,23.130239,0.012554,34.000528
0.107837,-0.221287,-0.131579,0.164013,0.201557,-0.084436,0.501775,0.199834,-0.091189,0.096158,136,447,21.061477,0.006408,70.091796,0.007435,27.48383,0.004525,37.929478
0.109414,-0.217833,-0.130795,0.164753,0.205447,-0.085341,0.502512,0.203624,-0.09001,0.095925,130,498,21.10557,0.006379,70.045532,0.005718,27.392472,0.005774,38.074079
0.107981,-0.209455,-0.121666,0.159726,0.204636,-0.082072,0.49611,0.200081,-0.09153,0.094832,137,447,20.989745,0.006463,70.187874,0.00817,27.226015,0.006783,38.181287
0.080627,-0.148206,-0.03034,0.100821,0.164822,-0.039192,0.423325,0.131728,-0.117631,0.092989,127,424,19.549059,0.01785,74.14875,0.00055,23.836765,0.002016,34.497794
0.065393,-0.078504,0.061411,0.059713,0.137643,0.006559,0.365549,0.076787,-0.129418,0.095131,114,404,18.474681,0.026939,77.590909,0.014885,20.772,None,31.425987
0.069925,0.00804,0.161982,0.048795,0.126757,0.062466,0.330343,0.037221,-0.116502,0.093087,93,367,17.679184,0.078387,81.801681,0.007973,18.124506,0.011879,23.488583
0.06246,0.051308,0.213319,0.023816,0.113348,0.088428,0.293726,0.005812,-0.121655,0.076872,92,350,17.336861,0.064577,83.416667,0.027414,15.493421,0.011054,21.697826
0.058998,0.085797,0.250978,0.006571,0.104039,0.109292,0.264319,-0.019023,-0.122118,0.082039,81,281,17.128932,0.056383,83.396791,0.016957,15.770558,0.046288,22.232308
0.059868,0.111996,0.275587,-0.002588,0.097844,0.126333,0.24111,-0.039043,-0.116949,0.080636,66,310,17.028381,0.047037,84.123913,0.014458,16.836429,0.051893,20.312409
0.065568,0.130311,0.287299,-0.003159,0.094093,0.140584,0.223205,-0.05566,-0.105048,0.078684,76,452,16.990087,0.03652,84.426923,0.010661,16.666875,0.008904,18.93375
0.07662,0.141226,0.286083,0.005239,0.09231,0.152914,0.209561,-0.070124,-0.085333,0.077903,71,305,17.002377,0.033121,84.773762,0.039921,16.178155,0.015402,17.896651
0.093501,0.145333,0.271809,0.022761,0.092137,0.16406,0.198846,-0.083631,-0.056822,0.073924,75,332,17.092373,0.0479,83.944221,0.001623,18.592788,0.014146,16.926087
0.116652,0.143221,0.244143,0.049382,0.093295,0.174614,0.189444,-0.097343,-0.01861,0.075311,74,317,17.250769,0.055655,83.520968,0.023683,18.707143,0.008577,17.168182
0.1463,0.135401,0.202725,0.084783,0.09555,0.184938,0.179642,-0.112252,0.029824,0.081985,84,659,17.538529,0.056554,82.193304,0.015616,20.926891,0.004916,18.346444
0.180432,0.123116,0.150542,0.126018,0.098534,0.194677,0.168596,-0.12816,0.085301,0.086143,86,386,17.994585,0.049991,80.449342,0.023436,23.673163,0.01659,19.682857
0.214351,0.130797,0.114824,0.162649,0.11589,0.201265,0.161841,-0.127137,0.135348,0.086872,101,530,18.443355,0.035618,79.279714,0.017471,24.923077,0.016317,20.161496
-0.511698,-0.560416,-0.381236,-0.279097,-0.338876,-0.215578,0.086435,-0.170301,-0.400934,0.095482,113,402,19.569303,0.017424,75.779587,0.016579,26.656552,None,30.384163
-0.434587,-0.530647,-0.361682,-0.215718,-0.271303,-0.203689,0.146307,-0.120007,-0.36202,0.096662,97,384,18.69838,0.005176,79.408978,0.00228,24.40031,0.033886,25.002508
-0.405649,-0.519019,-0.349859,-0.191552,-0.248867,-0.195115,0.168129,-0.106278,-0.348474,0.096566,98,368,18.440232,0.008411,80.416776,0.021824,24.27907,0.012452,22.529605
-0.395012,-0.514339,-0.339907,-0.181991,-0.244068,-0.187129,0.17546,-0.107514,-0.345138,0.096264,109,379,18.344855,0.016416,80.219531,0.014287,25.280545,0.012107,21.181395
-0.382784,-0.509041,-0.328629,-0.170762,-0.238453,-0.177991,0.184061,-0.108783,-0.34126,0.097516,102,396,18.237507,0.016975,80.592857,0.008917,24.633071,0.017021,21.354545
-0.36928,-0.50326,-0.316302,-0.158483,-0.232319,-0.16797,0.193462,-0.110201,-0.336904,0.099784,100,377,18.142019,0.006761,79.874118,0.003,24.1875,0.002791,23.930859
-0.354761,-0.49686,-0.302902,-0.145808,-0.225848,-0.157234,0.203172,-0.111827,-0.332184,0.102838,106,470,18.041575,0.011232,80.417427,0.004311,23.99876,0.002804,22.848148
-0.339522,-0.490051,-0.288849,-0.13314,-0.219239,-0.146082,0.212891,-0.113641,-0.32713,0.104696,93,424,17.94887,0.015052,81.034914,0.011852,23.276395,0.010801,22.053846
-0.32371,-0.480708,-0.271724,-0.121879,-0.212148,-0.134045,0.221642,-0.115718,-0.322435,0.106677,105,377,17.858928,0.016675,81.615544,0.004777,21.907653,0.009736,21.544615
-0.306867,-0.452886,-0.233066,-0.11998,-0.201309,-0.116504,0.223748,-0.118786,-0.322479,0.115207,86,391,17.700164,0.029318,82.69558,0.008299,20.627027,0.002336,19.766129
-0.289169,-0.360442,-0.119975,-0.151658,-0.177446,-0.081363,0.202043,-0.12424,-0.340634,0.088894,91,340,17.362282,0.041276,83.850867,0.001371,19.542135,0.016924,17.598857
-0.274867,-0.332518,-0.083379,-0.1531,-0.166832,-0.066586,0.201973,-0.125704,-0.341434,0.087661,79,312,17.272253,0.043016,84.454658,0.012876,18.823171,0.032571,17.105556
-0.261163,-0.323804,-0.070306,-0.145132,-0.159421,-0.058302,0.208811,-0.125034,-0.336626,0.088981,79,406,17.237698,0.04589,84.605625,0.005342,18.177844,0.021701,16.562195
-0.247665,-0.315103,-0.058731,-0.137225,-0.15099,-0.051353,0.215917,-0.12256,-0.331525,0.089093,82,405,17.214948,0.056622,84.469655,0.008679,18.288,0.008369,17.124161
-0.221347,-0.296267,-0.047265,-0.119901,-0.134646,-0.039235,0.221834,-0.118853,-0.311988,0.088188,85,324,17.131553,0.036261,84.668108,0.007392,18.76943,0.024472,15.909524
-0.172221,-0.259051,-0.03549,-0.085818,-0.105278,-0.016854,0.224298,-0.114853,-0.266165,0.085009,81,366,16.973417,0.053703,85.044156,0.01008,18.00559,0.009701,15.28882
-0.158639,-0.24994,-0.03011,-0.07647,-0.091806,-0.014906,0.233272,-0.104636,-0.258989,0.087182,81,314,16.959109,0.047341,84.823308,0.012125,18.142446,0.025267,16.517647
-0.144133,-0.240636,-0.026705,-0.065792,-0.07581,-0.014635,0.243916,-0.091042,-0.250802,0.084041,82,357,16.965617,0.060542,84.895312,0.019362,17.563433,0.015314,16.531579
-0.086471,-0.193354,0.02067,-0.098185,-0.059076,0.004093,0.222214,-0.094227,-0.217009,0.083195,85,314,17.00408,0.069851,84.989189,None,15.640994,0.031103,17.982803
-0.067402,-0.184246,0.018069,-0.080882,-0.035208,0.000387,0.239716,-0.07106,-0.204966,0.081987,88,344,17.096119,0.067384,84.284106,0.010728,16.988889,0.011858,18.777019
-0.04865,-0.179406,0.008575,-0.057194,-0.007733,-0.006933,0.263614,-0.041803,-0.19261,0.084047,83,339,17.278418,0.042479,83.372727,0.00526,18.279612,0.003872,20.914078
-0.025643,-0.176898,-0.00813,-0.026838,0.024581,-0.016798,0.293365,-0.006943,-0.176286,0.089838,98,370,17.575322,0.038512,81.534025,0.005861,19.328049,None,25.072984
-0.000236,-0.18099,-0.031292,0.008725,0.061323,-0.031209,0.331568,0.03597,-0.158886,0.085901,103,386,18.062952,0.045143,79.000692,0.01031,20.715306,0.006898,29.161824
0.044431,-0.184951,-0.056257,0.068514,0.116776,-0.044745,0.39344,0.094884,-0.132405,0.089151,114,438,18.970638,0.027232,75.888202,0.004136,23.084384,0.007964,32.397527
0.096042,-0.198896,-0.095128,0.140219,0.181001,-0.064809,0.470207,0.166486,-0.101374,0.091872,122,479,20.362222,0.012527,71.654228,0.007412,25.807091,0.002712,36.517091
0.110722,-0.218484,-0.132832,0.166691,0.206036,-0.085334,0.50322,0.203976,-0.088118,0.095801,134,482,21.108175,0.006375,70.028936,0.003592,27.442979,0.005691,38.011615
0.098824,-0.187315,-0.08759,0.139994,0.187614,-0.063619,0.468599,0.171263,-0.09888,0.09106,132,449,20.364807,0.009367,71.862021,0.006416,26.040728,0.005949,36.428943
0.098251,-0.097585,0.023838,0.121881,0.167688,-0.001801,0.424098,0.119669,-0.090497,0.088614,114,398,19.044511,0.028441,76.389344,0.004638,22.583777,0.008863,31.442553
0.086792,-0.043403,0.093644,0.089653,0.145995,0.034058,0.377279,0.0753,-0.098726,0.089008,112,543,18.222811,0.048121,79.774933,0.009045,19.868146,0.015331,27.109302
0.078344,0.004014,0.151859,0.062838,0.129266,0.064335,0.337073,0.038598,-0.104144,0.093444,92,359,17.666105,0.083225,81.818182,0.022952,18.022785,0.010053,23.454077
0.072966,0.043469,0.198098,0.042035,0.116904,0.089126,0.303758,0.009123,-0.106446,0.076455,71,446,17.345398,0.084376,83.126087,0.009498,16.35,0.009395,22.054054
0.071466,0.07553,0.231702,0.028344,0.108231,0.109587,0.276392,-0.014914,-0.104066,0.079083,79,429,17.118088,0.059277,83.80125,0.023954,15.7875,0.026661,21.088024
0.073448,0.100255,0.254369,0.02116,0.102189,0.126597,0.254193,-0.034688,-0.097175,0.081476,75,349,17.021323,0.070843,83.900719,0.003548,16.9,0.011442,19.925
0.079794,0.118221,0.265295,0.021465,0.098391,0.14111,0.236224,-0.051622,-0.084181,0.081342,71,383,16.977515,0.067709,84.324375,0.011808,16.738922,0.0114,18.948503
0.090955,0.129741,0.264377,0.029566,0.096387,0.153864,0.221501,-0.06684,-0.064122,0.079757,70,422,16.997407,0.068805,84.184615,0.025352,17.329787,0.018602,18.3
0.107578,0.1351,0.250998,0.045896,0.095862,0.165513,0.2088,-0.081488,-0.035764,0.076315,73,309,17.095279,0.055956,83.505789,0.006633,19.465842,0.017555,17.018593
0.130568,0.134389,0.223849,0.071097,0.096577,0.17665,0.196557,-0.096816,0.002545,0.077101,80,339,17.294994,0.066539,83.274146,0.012694,18.306726,0.00944,17.440541
0.161522,0.127238,0.180031,0.106592,0.098421,0.187827,0.182758,-0.114334,0.053524,0.083333,79,313,17.650573,0.048005,81.782773,0.015278,21.8988,0.008003,18.198
0.210813,0.122622,0.113156,0.161553,0.111165,0.200044,0.165012,-0.129044,0.130921,0.086016,90,439,18.37954,0.041273,79.286842,0.018102,25.005337,0.008375,20.291597
0.219215,0.127639,0.107714,0.170264,0.116698,0.202229,0.163877,-0.127497,0.142873,0.087806,103,587,18.484048,0.033795,79.123077,0.004959,25.067213,0.009694,20.227624
-0.50673,-0.559905,-0.376805,-0.245966,-0.325813,-0.208231,0.111063,-0.16265,-0.402773,0.096296,113,407,19.476129,0.010525,76.422624,0.012987,26.036878,0.007868,29.657432
-0.428003,-0.529314,-0.357676,-0.184916,-0.257713,-0.197311,0.169735,-0.111408,-0.362474,0.095991,105,376,18.621743,0.005443,79.673077,0.002776,24.239617,0.016263,24.256452
-0.399006,-0.517587,-0.34655,-0.162582,-0.235441,-0.189637,0.190399,-0.097293,-0.348505,0.094591,95,426,18.380568,0.009943,80.267681,0.015477,25.598473,0.010716,20.782129
-0.389297,-0.513283,-0.337697,-0.155079,-0.231399,-0.182676,0.196219,-0.098522,-0.345236,0.095974,96,409,18.29717,0.013736,80.361885,0.013585,24.531429,0.017281,21.825926
-0.378183,-0.5084,-0.327742,-0.146194,-0.226611,-0.174772,0.20309,-0.09974,-0.341467,0.096227,100,359,18.216002,0.001914,79.823346,None,24.743023,0.009333,23.421094
-0.365905,-0.502966,-0.316739,-0.13645,-0.221295,-0.166087,0.210641,-0.101021,-0.337276,0.099869,109,378,18.123525,0.013009,79.955859,0.002768,24.194942,0.016519,23.779688
-0.352656,-0.497035,-0.304927,-0.12622,-0.215585,-0.156823,0.218593,-0.102367,-0.332688,0.099853,105,384,18.035116,0.013116,80.437037,0.006099,23.932653,0.021776,22.819835
-0.338704,-0.490732,-0.292524,-0.115862,-0.209611,-0.14721,0.226709,-0.103722,-0.327783,0.10337,112,395,17.955215,0.015247,80.925328,None,23.430901,0.022329,21.888158
-0.324102,-0.482942,-0.278467,-0.106085,-0.203164,-0.137075,0.234445,-0.10509,-0.32284,0.103849,110,391,17.873609,0.016771,81.456995,0.008063,22.426154,0.009504,21.373846
-0.308723,-0.465223,-0.252868,-0.101339,-0.194597,-0.123996,0.238677,-0.106884,-0.320275,0.109886,97,363,17.754842,0.033015,82.417127,0.003972,21.164516,0.00358,19.834054
-0.292269,-0.403543,-0.176363,-0.119506,-0.177304,-0.098549,0.226666,-0.110689,-0.329777,0.114667,83,382,17.495936,0.036776,83.28871,0.01133,20.642857,0.025928,18.110695
-0.277478,-0.331874,-0.089455,-0.14471,-0.158253,-0.07205,0.209703,-0.114004,-0.342729,0.089563,80,343,17.266147,0.054597,84.068182,0.005639,19.873125,0.006829,16.466038
-0.264224,-0.323081,-0.077241,-0.137666,-0.150591,-0.064727,0.216024,-0.112477,-0.337883,0.090069,86,337,17.240531,0.050086,84.531646,0.019285,18.888889,0.007477,16.232727
-0.250945,-0.314221,-0.066255,-0.130471,-0.141901,-0.058479,0.222722,-0.109321,-0.332662,0.090781,89,343,17.203955,0.051689,84.123913,None,18.881633,0.018025,16.9875
-0.226277,-0.296586,-0.055144,-0.115052,-0.12646,-0.0475,0.228401,-0.105365,-0.314791,0.088633,85,328,17.129399,0.072938,84.409091,0.011453,18.604286,0.032958,16.878261
-0.173215,-0.256602,-0.042315,-0.079366,-0.096193,-0.022699,0.229477,-0.102883,-0.264816,0.085693,89,418,16.953527,0.075877,84.932609,0.008207,18.162,0.007224,14.816779
-0.158865,-0.247102,-0.037295,-0.069836,-0.082874,-0.020299,0.237964,-0.093399,-0.256784,0.084656,81,591,16.949993,0.053642,84.839062,0.010026,17.88,0.031493,16.684615
-0.140942,-0.235526,-0.036489,-0.056306,-0.065922,-0.018506,0.247891,-0.081367,-0.244699,0.084087,81,325,16.955983,0.065181,84.890551,None,17.258824,0.023955,16.704545
-0.118628,-0.221714,-0.040721,-0.03787,-0.044984,-0.017156,0.259516,-0.066831,-0.227706,0.08228,80,325,16.979047,0.057932,84.757229,0.008318,17.710345,0.015322,16.302857
-0.048692,-0.167306,-0.005291,-0.056848,-0.0198,0.003166,0.240361,-0.067818,-0.18018,0.079485,77,382,17.037295,0.073083,84.559551,0.005988,17.113918,0.018684,17.288482
-0.020924,-0.154511,-0.022382,-0.02541,0.009311,0.001104,0.260165,-0.045207,-0.156452,0.082373,88,366,17.15276,0.059153,84.041379,0.013783,17.345455,0.008289,18.997297
0.01224,-0.140983,-0.050728,0.016406,0.042904,-0.001404,0.283464,-0.02066,-0.125379,0.085667,93,508,17.303858,0.046358,82.532547,0.002052,19.471622,0.027403,21.156164
0.028532,-0.145566,-0.062846,0.039592,0.069355,-0.012781,0.312761,0.012566,-0.11644,0.091088,95,370,17.628514,0.028715,81.301255,0.010312,20.641224,0.04961,23.957851
0.082285,-0.130513,-0.054063,0.10334,0.126952,-0.00826,0.374458,0.06098,-0.091908,0.085585,93,362,18.374517,0.016058,79.164,0.009701,22.369307,0.02206,27.213
0.103143,-0.1373,-0.067582,0.133511,0.157646,-0.020049,0.411806,0.099397,-0.08007,0.090931,115,397,18.959554,0.019414,76.207164,0.013156,23.627003,0.00114,31.280294
0.117004,-0.120211,-0.052399,0.153488,0.173715,-0.013509,0.430048,0.116909,-0.064233,0.091574,115,399,19.077768,0.024768,75.767967,0.002953,23.348641,0.014797,32.076099
0.122159,-0.085847,-0.015687,0.154557,0.173154,0.007678,0.420251,0.105555,-0.055161,0.086819,108,398,18.722937,0.026708,78.035117,0.036829,22.53289,0.007473,28.887948
0.118431,-0.05056,0.022832,0.138868,0.161724,0.030376,0.391459,0.078109,-0.055626,0.091165,98,379,18.203387,0.015552,79.502055,0.011304,21.353716,0.018839,26.773469
0.106757,-0.016388,0.079024,0.111644,0.146436,0.053315,0.361649,0.051699,-0.066993,0.083759,87,356,17.76439,0.055788,81.216996,0.032485,18.761004,0.01239,24.683774
0.10384,0.021511,0.118995,0.095434,0.135256,0.077424,0.330657,0.022984,-0.066075,0.090072,84,392,17.401047,0.080279,83.017536,0.019946,16.751351,0.01406,22.032
0.096544,0.051296,0.163775,0.074726,0.124045,0.097121,0.304822,0.000957,-0.072002,0.0737,84,344,17.177443,0.079358,83.084211,0.003914,15.124022,0.023243,23.56875
0.089165,0.075214,0.205965,0.055033,0.113944,0.113881,0.282792,-0.016932,-0.078393,0.081985,77,353,17.04832,0.087854,83.872848,0.032826,16.25,0.008177,19.887805
0.087952,0.095767,0.233706,0.044547,0.106976,0.129139,0.263295,-0.03363,-0.076194,0.081579,65,300,16.985955,0.077474,83.954348,0.003766,17.2,0.003742,19.4
0.091573,0.1117,0.249588,0.041577,0.102206,0.1428,0.246434,-0.04893,-0.067105,0.084334,82,338,16.973463,0.076632,84.076596,0.010155,17.223288,0.010225,19.395918
0.101367,0.123123,0.250979,0.047824,0.099839,0.155206,0.231696,-0.06366,-0.049076,0.08386,65,305,16.983293,0.08041,84.190385,0.024245,18.011111,0.027707,17.577439
0.116154,0.129438,0.240569,0.061424,0.098925,0.166559,0.218353,-0.078104,-0.023509,0.077139,74,323,17.087725,0.053648,83.656522,0.001392,19.520548,0.021246,16.956338
0.136027,0.130517,0.218412,0.082088,0.099043,0.177205,0.205267,-0.09304,0.009993,0.077869,79,336,17.272042,0.064075,83.334783,0.037997,18.691364,0.023677,17.621918
0.161514,0.126351,0.183294,0.110117,0.100059,0.187359,0.191214,-0.109278,0.05236,0.081789,79,356,17.575314,0.057094,81.988789,0.001864,20.703797,0.003835,18.55443
0.205127,0.13815,0.137696,0.154917,0.120763,0.197464,0.177027,-0.112251,0.117707,0.086016,93,377,18.141284,0.04524,80.200301,0.015044,23.78237,0.010851,19.448276
0.221593,0.127131,0.106319,0.174618,0.117966,0.202807,0.166978,-0.126027,0.146131,0.087435,98,381,18.477147,0.033739,79.338462,0.002024,24.918158,0.014253,20.004
-0.503213,-0.560118,-0.374404,-0.21364,-0.312907,-0.202515,0.13522,-0.154016,-0.405011,0.095796,113,503,19.416737,0.005425,76.837762,0.00487,25.741259,0.008904,29.111215
-0.428469,-0.530903,-0.356458,-0.1594,-0.249512,-0.192893,0.188232,-0.106154,-0.366386,0.094283,99,371,18.62519,0.00548,79.641401,0.008935,24.501278,0.010444,24.132692
-0.394393,-0.517108,-0.345115,-0.135007,-0.222877,-0.185543,0.211548,-0.088095,-0.349265,0.093927,99,364,18.354798,0.001585,79.487043,0.008031,25.625839,0.017744,23.60303
-0.385383,-0.513054,-0.337129,-0.129159,-0.219393,-0.179419,0.216145,-0.089286,-0.346044,0.093337,98,372,18.281628,0.001189,79.747959,0.004312,25.169283,0.009682,23.070205
-0.375175,-0.508401,-0.328069,-0.122359,-0.2153,-0.172508,0.22151,-0.090482,-0.342396,0.0953,97,407,18.208322,0.0026,80.120301,0.008753,24.442105,0.021119,23.27931
-0.363878,-0.503305,-0.318242,-0.114763,-0.210687,-0.164955,0.227508,-0.091658,-0.338284,0.096714,95,379,18.128007,0.014274,80.055918,0.015057,24.932927,0.006315,22.729555
-0.351656,-0.497747,-0.30771,-0.106686,-0.205639,-0.156907,0.233913,-0.092806,-0.333769,0.0972,94,377,18.046681,0.014375,80.363598,None,23.993852,0.001246,22.214815
-0.338665,-0.491772,-0.296679,-0.098339,-0.200212,-0.148545,0.240581,-0.093858,-0.328888,0.099146,94,361,17.970451,0.020063,80.851304,0.009477,23.676923,None,21.281013
-0.325087,-0.485469,-0.285377,-0.089887,-0.194426,-0.140055,0.247405,-0.094698,-0.323667,0.09998,104,390,17.895275,0.024277,80.895652,0.005989,24.266038,0.005213,20.746919
-0.310827,-0.473892,-0.268053,-0.083972,-0.187328,-0.130041,0.252528,-0.095579,-0.319504,0.104249,99,355,17.805669,0.020968,81.707463,None,23.256522,0.008712,19.554146
-0.295481,-0.432309,-0.215764,-0.09373,-0.174301,-0.111358,0.24659,-0.098003,-0.323405,0.107777,87,342,17.612203,0.04218,82.932955,0.006587,21.01326,0.021955,18.492265
-0.280281,-0.33178,-0.095261,-0.135877,-0.15048,-0.076846,0.217485,-0.103466,-0.344276,0.088947,80,326,17.277368,0.045425,83.894118,None,19.240994,0.035746,17.930769
-0.267433,-0.322945,-0.08369,-0.129849,-0.14283,-0.07025,0.223137,-0.101485,-0.339399,0.089615,84,318,17.243254,0.066472,84.042857,None,19.228846,0.025111,17.350331
-0.254459,-0.31403,-0.073143,-0.123551,-0.134204,-0.064546,0.229241,-0.098042,-0.33416,0.090628,76,312,17.215612,0.070777,84.131507,0.028152,19.586842,0.015951,17.041176
-0.227425,-0.294501,-0.062911,-0.107002,-0.117834,-0.05271,0.23406,-0.094549,-0.313534,0.088992,82,323,17.130807,0.105062,84.228571,0.006384,19.134783,0.046764,16.450376
-0.163066,-0.24629,-0.057911,-0.061734,-0.082418,-0.023933,0.233957,-0.094308,-0.251004,0.086532,84,332,16.929931,0.06663,84.8448,0.008106,18.060448,0.027265,15.825
-0.137151,-0.228122,-0.062757,-0.041241,-0.063386,-0.017762,0.241434,-0.086947,-0.229633,0.086529,95,327,16.910216,0.061664,85.091597,0.017538,17.871429,0.018631,15.064286
-0.087738,-0.192725,-0.089474,0.003278,-0.030584,-0.005597,0.248915,-0.08072,-0.181072,0.095894,76,310,16.876849,0.097455,84.507955,0.012207,18.051295,0.062375,16.572581
