Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,deviation_factor,Number_of-units,cost,area,vert/hori_area_factor_z-axis,Avg_curvature_angle_z axis,vert/hori_area_factor_x-axis,Avarage curvatrure angle x axis,vert/hori_area_factor_y-axis,Avg_curvature_angle_y axis
0.238009,0.26969,0.233741,0.238887,0.202056,0.218351,0.311706,-0.01358,0.125531,0.075133,69,347,16.930028,0.114143,85.192105,0.005969,16.254217,0.001987,14.646429
0.23916,0.274167,0.240982,0.23973,0.201526,0.222374,0.310893,-0.015417,0.127751,0.0771,68,379,16.946014,0.090887,85.106842,0.023347,16.66087,None,14.536493
0.240179,0.278282,0.247263,0.24045,0.201284,0.225762,0.31025,-0.016785,0.129622,0.07887,73,299,16.960273,0.096734,84.3345,0.035818,18.547465,0.00569,14.76
-0.417627,-0.523318,-0.398256,0.09446,-0.179696,-0.163167,0.315782,-0.036989,-0.366277,0.099947,118,420,19.737133,0.011215,76.525862,0.005001,27.333333,0.003053,27.986932
-0.414602,-0.521602,-0.393551,0.09102,-0.181792,-0.160194,0.313081,-0.041134,-0.365102,0.100234,116,459,19.683069,0.014162,76.668588,0.005025,27.110256,0.000677,27.861648
-0.410511,-0.518924,-0.38884,0.084746,-0.184886,-0.157311,0.307658,-0.045981,-0.362541,0.100808,118,691,19.614827,0.014228,76.333235,0.007942,27.317493,0.007087,28.374927
-0.404688,-0.515108,-0.382783,0.075912,-0.188954,-0.153669,0.299984,-0.05224,-0.358694,0.101529,118,457,19.514088,0.014402,75.342478,0.005874,26.518421,0.016137,30.57071
-0.340357,-0.484008,-0.368602,0.090349,-0.146812,-0.147272,0.320486,-0.026386,-0.319394,0.099284,109,396,18.84568,0.019706,77.16,0.005733,24.810811,0.006148,28.709302
-0.225956,-0.394778,-0.383866,0.142715,-0.087261,-0.110465,0.315629,-0.030908,-0.218831,0.109909,90,389,18.203372,0.012919,79.453398,0.013472,23.884951,0.007926,25.126087
-0.211275,-0.384995,-0.378914,0.138743,-0.08512,-0.105036,0.309825,-0.035004,-0.207826,0.114001,97,407,18.096122,0.013061,80.21658,None,23.285204,0.005659,23.446154
-0.196544,-0.375232,-0.374082,0.135476,-0.082539,-0.099606,0.304627,-0.038783,-0.196852,0.11712,92,403,17.98942,0.0208,79.694318,0.000654,22.496654,0.005901,25.096283
-0.18202,-0.365601,-0.369537,0.133068,-0.079558,-0.094233,0.300099,-0.042238,-0.186049,0.121578,88,397,17.895875,0.01686,79.760656,0.001121,22.81336,0.003352,24.901215
-0.167709,-0.356153,-0.365308,0.131622,-0.076044,-0.088998,0.296419,-0.045173,-0.175453,0.092168,91,566,17.810749,0.015487,79.988936,0.02478,22.738696,0.011192,25.196154
-0.153678,-0.346927,-0.361437,0.131128,-0.07201,-0.083947,0.293594,-0.04755,-0.165105,0.091971,88,340,17.7371,0.01552,80.163436,0.009206,22.10177,0.008883,24.809211
-0.139962,-0.337939,-0.357949,0.131535,-0.067479,-0.079112,0.291588,-0.049353,-0.155016,0.091179,89,387,17.677264,0.017578,80.406637,0.015565,21.544248,0.012544,24.718142
-0.126527,-0.329107,-0.354758,0.132817,-0.062448,-0.074467,0.290375,-0.050567,-0.145133,0.089882,88,337,17.626892,0.016085,81.104545,0.014318,20.422727,0.018433,24.309045
-0.113262,-0.320223,-0.351631,0.134995,-0.056871,-0.069906,0.289962,-0.051166,-0.135334,0.088759,85,386,17.580529,0.030611,81.160209,0.015278,19.93057,0.018536,24.081959
-0.105128,-0.313326,-0.348987,0.138186,-0.048497,-0.066987,0.294463,-0.050732,-0.129874,0.087428,88,370,17.543893,0.059708,81.078261,0.025308,20.00733,0.019317,23.17732
-0.105646,-0.309459,-0.346628,0.146448,-0.032548,-0.066129,0.31186,-0.047892,-0.130743,0.088225,92,364,17.55105,0.047996,81.5895,0.022107,20.862857,0.014844,20.636019
-0.03619,-0.233069,-0.271725,0.227964,0.029993,-0.013289,0.369769,-0.030805,-0.090862,0.084202,89,560,17.432666,0.051133,82.471564,0.020158,19.383028,0.010435,19.246154
0.058516,-0.072547,-0.091589,0.273844,0.092013,0.078943,0.385947,-0.024373,-0.020782,0.083938,68,309,17.068108,0.06324,83.726946,None,19.184746,0.021118,16.887931
0.05918,-0.005013,-0.00084,0.213974,0.095363,0.100102,0.340297,-0.039425,-0.040369,0.076563,75,340,16.788415,0.074064,84.718421,None,18.169672,0.079543,15.594545
0.068872,0.004787,0.005276,0.215281,0.10042,0.104109,0.339558,-0.038357,-0.032548,0.076847,70,278,16.778246,0.081786,84.855789,None,18.398077,0.099493,13.831579
0.077236,0.013711,0.01094,0.215877,0.104786,0.107509,0.338552,-0.037245,-0.025535,0.078855,76,308,16.768007,0.081788,84.903158,0.00778,18.375728,0.043442,13.390909
0.08502,0.022486,0.016933,0.216596,0.108994,0.110916,0.337749,-0.036062,-0.018941,0.078176,69,306,16.760094,0.074778,84.923684,0.007768,17.903306,0.034735,14.589076
0.092186,0.031156,0.023376,0.217307,0.112948,0.11438,0.337027,-0.034912,-0.012774,0.075455,73,331,16.752357,0.070256,84.975652,0.017039,17.94,0.034785,14.604202
0.098804,0.039846,0.030446,0.218005,0.116631,0.118018,0.336334,-0.033884,-0.006976,0.074396,62,298,16.745236,0.070202,85.022609,0.016986,17.7975,0.030538,14.626891
0.16144,0.105236,0.084661,0.201485,0.13309,0.151135,0.312111,-0.04766,0.04018,0.065871,73,303,16.764885,0.189468,84.58125,0.023105,17.873077,0.012381,15.854717
0.183839,0.131491,0.107721,0.197159,0.140155,0.164275,0.304376,-0.051363,0.057817,0.068201,75,853,16.791828,0.13581,85.548462,0.042421,15.195652,0.041244,15.370714
0.186512,0.138503,0.115649,0.198778,0.142507,0.167701,0.304775,-0.050188,0.060995,0.066963,84,334,16.788027,0.13594,85.562308,0.040122,15.118705,0.049517,15.358273
0.188694,0.145648,0.124385,0.200434,0.144518,0.171468,0.305159,-0.049282,0.063906,0.065318,77,334,16.781605,0.118342,85.32,0.059137,16.157944,0.026305,14.688991
0.190882,0.153341,0.13421,0.20205,0.146317,0.175788,0.305384,-0.048732,0.066931,0.08969,65,355,16.770865,0.130486,85.323214,0.034402,16.362295,0.041248,13.946341
0.193115,0.161503,0.144963,0.203699,0.147948,0.180605,0.305511,-0.048481,0.070114,0.083151,68,378,16.777087,0.151679,84.87973,0.014415,16.729091,0.007696,14.296988
0.195425,0.170023,0.156435,0.205447,0.149452,0.185836,0.305605,-0.048461,0.073482,0.078974,74,347,16.781853,0.141371,84.896053,0.013059,17.029091,0.005486,14.633133
0.224858,0.221359,0.17211,0.234007,0.189909,0.192733,0.317566,-0.016749,0.106459,0.073367,71,296,16.806933,0.153213,84.727059,0.019822,17.3,0.040406,14.823529
0.234164,0.241393,0.186302,0.242768,0.200902,0.199356,0.320653,-0.009257,0.117699,0.072758,68,329,16.834153,0.098757,84.708621,0.0167,17.5,0.037381,15.149189
0.239724,0.255398,0.200111,0.247932,0.206305,0.205945,0.322172,-0.006354,0.124926,0.072237,69,346,16.861278,0.092221,84.610526,0.022479,17.717838,0.019554,14.757065
0.242143,0.264026,0.212964,0.250103,0.207137,0.212183,0.322444,-0.007109,0.128737,0.072842,71,636,16.884688,0.100697,84.66,0.026433,17.595506,0.003339,14.539227
0.24512,0.273219,0.225346,0.252912,0.20881,0.218229,0.323067,-0.007118,0.133133,0.073376,70,280,16.912066,0.102779,84.366867,0.026969,18,0.015658,14.808197
0.247068,0.280313,0.236542,0.254755,0.209169,0.223732,0.323331,-0.008078,0.136333,0.073373,72,379,16.939555,0.114245,85.100662,0.022972,16.5,0.003897,14.717964
0.248379,0.28593,0.246373,0.255969,0.208893,0.228566,0.323362,-0.009419,0.138721,0.075385,68,298,16.962246,0.101469,84.945,0.017981,16.936364,0.020157,14.95
0.249564,0.291006,0.254914,0.257012,0.208811,0.23272,0.323353,-0.010465,0.140819,0.077302,67,379,16.986051,0.092736,84.867568,0.029447,17.469,0.012225,14.88806
0.250374,0.29517,0.261992,0.25759,0.208645,0.236084,0.323151,-0.011429,0.142325,0.078817,66,299,17.003561,0.105207,84.201429,0.005034,18.042128,0.004883,14.878723
-0.456133,-0.546485,-0.468827,0.160757,-0.140829,-0.205592,0.365371,0.030257,-0.381225,0.101098,127,451,20.712498,0.011128,72.749402,0.001758,29.422397,0.003865,32.840237
-0.429752,-0.53242,-0.416695,0.132801,-0.161407,-0.172317,0.345805,-0.013411,-0.375285,0.100379,118,468,20.094119,0.021992,74.956477,0.007742,29.412183,0.00888,28.982741
-0.418882,-0.525922,-0.399948,0.118482,-0.169816,-0.161827,0.334316,-0.02869,-0.370481,0.098739,122,771,19.868789,0.019639,75.829134,0.004463,27.951031,0.011242,28.935233
-0.411552,-0.520873,-0.392768,0.106485,-0.175413,-0.157423,0.323603,-0.036752,-0.365194,0.099302,116,798,19.738809,0.016401,76.141026,0.002028,27.597479,0.004041,28.549719
-0.331386,-0.453864,-0.402769,0.133066,-0.144286,-0.127133,0.304626,-0.053814,-0.291207,0.102032,107,400,19.172853,0.020182,76.751887,0.010823,25.928972,0.004897,27.606462
-0.232824,-0.399201,-0.39038,0.159765,-0.082211,-0.112679,0.327434,-0.023589,-0.224145,0.108539,100,375,18.331318,0.012789,78.68093,0.013234,24.1375,0.004114,26.560369
-0.21586,-0.387713,-0.384864,0.15402,-0.080321,-0.106565,0.319591,-0.028679,-0.21112,0.11171,94,351,18.1902,0.007823,78.973009,0.002592,23.748899,0.006619,26.345815
-0.199106,-0.376426,-0.379653,0.149376,-0.07783,-0.100554,0.312716,-0.033254,-0.198333,0.115431,92,384,18.070276,0.021315,79.779715,0.014927,22.875265,0.004244,24.838112
-0.183038,-0.36553,-0.374939,0.145839,-0.075013,-0.094694,0.306681,-0.037502,-0.186045,0.12235,97,381,17.953624,0.027285,79.36805,0.011409,23.396327,0.001552,25.163563
-0.167462,-0.355001,-0.370674,0.143507,-0.071618,-0.089057,0.301728,-0.041128,-0.174181,0.092619,86,360,17.858249,0.023,79.782128,0.023548,23.048498,None,24.95625
-0.15239,-0.344835,-0.366875,0.142327,-0.067672,-0.083665,0.297809,-0.044127,-0.162732,0.091275,89,340,17.777317,0.015531,80.092208,0.010117,22.237826,0.007839,25.102597
-0.137802,-0.335009,-0.363543,0.142213,-0.063207,-0.078525,0.294844,-0.046513,-0.151668,0.0916,83,372,17.707842,0.015574,80.213974,0.00813,21.74087,None,24.629741
-0.123585,-0.325354,-0.360511,0.143133,-0.05821,-0.073559,0.292786,-0.048289,-0.140865,0.090471,87,386,17.651572,0.016058,80.968182,0.014424,20.532663,0.023273,24.476382
-0.109587,-0.315598,-0.357474,0.14509,-0.052631,-0.068623,0.29162,-0.049444,-0.130171,0.089218,91,323,17.600679,0.016138,81.125907,0.01787,20.089119,0.016149,24.262887
-0.084713,-0.299253,-0.349821,0.163975,-0.038003,-0.057061,0.300682,-0.047551,-0.114359,0.089262,99,353,17.558191,0.043815,81.135484,0.039238,19.331053,0.022912,24.065625
-0.027204,-0.259228,-0.322893,0.227651,0.001341,-0.024352,0.336595,-0.037729,-0.079793,0.085964,85,343,17.565036,0.066456,82.318717,0.011964,17.9865,0.027511,21.298477
0.026054,-0.181858,-0.241873,0.296752,0.060185,0.025057,0.395289,-0.020183,-0.038913,0.08649,87,361,17.47321,0.054778,82.265143,0.003213,19.411475,0.017079,20.193443
0.073884,-0.094157,-0.143838,0.327031,0.100253,0.074549,0.417196,-0.012823,0.004132,0.088091,86,362,17.31271,0.050275,82.443956,0.008261,20.414286,0.018503,18.861702
0.093663,-0.04815,-0.092666,0.29768,0.106864,0.095647,0.380741,-0.029331,0.017679,0.081494,84,598,17.076983,0.049875,83.33125,0.003043,21.116779,0.010712,15.825503
0.081672,-0.000066,-0.022362,0.243389,0.10601,0.105458,0.349179,-0.03701,-0.011099,0.076299,79,341,16.839559,0.046229,84.473438,None,19.042105,0.01553,15.176336
0.083491,0.021404,0.003796,0.226771,0.108483,0.111103,0.338316,-0.039024,-0.015374,0.078585,69,372,16.772071,0.070462,84.889565,0.02177,18.345,0.00841,14.25124
0.091755,0.030766,0.009893,0.227781,0.112636,0.114992,0.337253,-0.038326,-0.008156,0.078081,71,303,16.762657,0.079305,84.915789,0.021797,18.3,0.008386,14.355372
0.099357,0.039975,0.016529,0.228801,0.116554,0.118919,0.336384,-0.037577,-0.001439,0.076295,73,302,16.754389,0.079258,84.963158,0.021815,18.1725,0.008358,14.385124
0.106333,0.049125,0.023886,0.229789,0.12021,0.122971,0.335667,-0.036836,0.004804,0.073068,70,365,16.746972,0.069704,84.983478,0.022575,18.1425,0.010706,14.46
0.139115,0.084775,0.053259,0.223278,0.129765,0.140911,0.324248,-0.042991,0.03031,0.065515,77,332,16.737098,0.093431,85.271538,0.007609,16.666187,0.037655,15.233824
0.192501,0.142192,0.101206,0.210893,0.144098,0.170346,0.304229,-0.054702,0.071298,0.067904,73,338,16.792378,0.106701,85.493525,0.017422,15.667347,0.060432,15.428571
0.197118,0.151268,0.111405,0.212195,0.146903,0.175003,0.304314,-0.053851,0.075924,0.066066,83,302,16.791076,0.128117,85.439597,0.016785,15.182609,0.022475,15.512422
0.199293,0.158471,0.120992,0.21407,0.148978,0.178937,0.305353,-0.052578,0.078771,0.066006,80,322,16.788682,0.115239,85.49404,0.018758,15.3675,0.030335,15.46875
0.201447,0.16622,0.131854,0.215911,0.150894,0.183406,0.306387,-0.051509,0.08167,0.086998,68,301,16.789317,0.105117,85.29635,0.016898,15.57551,0.020625,15.440816
0.211163,0.186065,0.144386,0.225317,0.163428,0.18869,0.310742,-0.041925,0.09291,0.078798,63,294,16.784463,0.145893,84.913548,0.031935,17.164671,0.01715,14.648824
0.23674,0.231091,0.159982,0.250618,0.198271,0.195519,0.322065,-0.014425,0.121619,0.071988,66,295,16.811245,0.117362,84.752941,0.028137,17.43681,0.020224,15.142771
0.243058,0.246752,0.175227,0.256761,0.2054,0.202076,0.32509,-0.009409,0.129393,0.073559,65,333,16.830968,0.102663,84.228671,None,18.686538,0.034108,15.110526
0.249565,0.262889,0.191237,0.263212,0.212566,0.209062,0.328308,-0.004429,0.137466,0.073987,70,332,16.863308,0.088265,84.746512,0.002505,17.176596,0.057526,15.426404
0.251221,0.271168,0.20653,0.264937,0.212723,0.215742,0.329546,-0.005073,0.140264,0.074168,67,379,16.888582,0.085786,84.718563,0.033434,17.76236,0.03291,14.698315
0.254365,0.281632,0.221903,0.268267,0.214901,0.222547,0.331535,-0.004095,0.144723,0.074532,74,384,16.920799,0.091837,84.396429,0.013958,18.053804,0.032943,14.731319
0.256517,0.290137,0.236366,0.27068,0.215705,0.228985,0.333139,-0.004184,0.148079,0.075163,70,308,16.952382,0.087769,84.483732,0.006934,17.941048,0.052068,14.904484
0.258245,0.297516,0.249625,0.272684,0.216052,0.234905,0.334526,-0.004592,0.150911,0.076907,66,334,16.988209,0.101482,84.834104,0.023244,17.720856,0.014309,15.076216
0.259594,0.303813,0.261329,0.274243,0.216134,0.240113,0.33562,-0.005152,0.153222,0.079707,71,277,17.020659,0.080491,83.845588,0.007731,19.341818,0.010897,15.31659
0.260706,0.309276,0.27129,0.275427,0.216257,0.24449,0.336397,-0.005617,0.155128,0.082255,73,335,17.050702,0.086358,83.65099,0.007987,19.623288,0.026931,15.639623
0.261341,0.313518,0.279227,0.275923,0.216177,0.247876,0.336665,-0.006176,0.156333,0.084825,62,302,17.067701,0.07391,83.973529,0.021125,19.386818,0.024516,15.122535
-0.469543,-0.557682,-0.481863,0.204556,-0.121711,-0.211313,0.401636,0.051168,-0.394745,0.099363,140,477,21.156658,0.014904,71.846984,0.002564,31.220467,0.00276,33.018345
-0.467576,-0.556127,-0.481079,0.200731,-0.123222,-0.210849,0.397976,0.049653,-0.392721,0.100063,148,499,21.112542,0.014955,71.881319,0.003721,31.110811,0.003999,33.087184
-0.44937,-0.545107,-0.452158,0.176028,-0.137918,-0.192614,0.378383,0.02322,-0.384733,0.103472,121,503,20.656064,0.015616,72.591583,0.004962,30.714286,0.002818,32.693478
-0.383589,-0.496802,-0.411689,0.156099,-0.143596,-0.148979,0.343755,-0.025411,-0.338623,0.098344,123,659,19.744569,0.015973,76.02938,None,28.004762,0.006519,28.29016
-0.304582,-0.430981,-0.418958,0.175096,-0.116658,-0.118992,0.320184,-0.044693,-0.265752,0.099043,96,437,19.184818,0.013328,75.706825,0.012723,26.608929,0.018517,30.075444
-0.266447,-0.411298,-0.405842,0.169278,-0.101285,-0.112677,0.319566,-0.038809,-0.241577,0.11051,100,385,18.736002,0.011788,78.091022,0.004364,24.745872,0.005522,26.607622
-0.220964,-0.390766,-0.390637,0.168417,-0.076131,-0.1082,0.328818,-0.022738,-0.214799,0.110231,105,632,18.295929,0.012842,78.823256,0.025746,23.977674,0.011143,26.518894
-0.202028,-0.377761,-0.384995,0.162263,-0.073883,-0.10145,0.319961,-0.028384,-0.200019,0.114503,93,357,18.147449,0.013019,79.997409,0.004615,23.672308,0.025794,24.098438
-0.18396,-0.365402,-0.379957,0.157702,-0.070932,-0.095049,0.312601,-0.033213,-0.18599,0.11936,98,368,18.01719,0.02073,79.595038,0.00116,22.510112,0.001639,25.41236
-0.167004,-0.353705,-0.375621,0.154549,-0.067609,-0.08895,0.306384,-0.037545,-0.172775,0.092675,91,361,17.903746,0.027355,79.4775,0.032918,23.470954,0.003494,25.432377
-0.150812,-0.342549,-0.371892,0.15278,-0.063695,-0.083176,0.301416,-0.041162,-0.160171,0.090702,84,428,17.813681,0.021382,79.685217,0.019828,22.523077,0.004941,25.568534
-0.13529,-0.33184,-0.368715,0.152246,-0.059236,-0.077698,0.297547,-0.044119,-0.148091,0.091578,83,328,17.733564,0.021474,79.585714,0.008986,22.052133,None,26.196729
-0.120267,-0.321369,-0.365909,0.152886,-0.054225,-0.072414,0.294688,-0.046443,-0.136363,0.091127,93,592,17.676412,0.015518,81.013171,0.004115,20.526923,0.001472,24.126923
-0.068231,-0.290447,-0.350114,0.21062,-0.020091,-0.045113,0.325473,-0.039429,-0.106107,0.088186,86,353,17.665031,0.048095,81.937895,0.009331,19.269,0.016917,21.934673
-0.027785,-0.264982,-0.338027,0.250184,0.005335,-0.02467,0.345535,-0.035083,-0.081046,0.090601,91,408,17.67247,0.04805,81.942857,0.026867,19.206186,0.002037,21.564
0.008665,-0.225287,-0.304287,0.276334,0.027951,-0.000296,0.359658,-0.030426,-0.053131,0.09136,94,501,17.597625,0.06164,82.215957,0.011439,18.754545,0.00205,20.8755
0.060978,-0.134132,-0.202804,0.307983,0.062285,0.050903,0.38219,-0.018916,-0.003623,0.087086,86,375,17.395167,0.070817,82.735,None,18.468947,0.009852,20.120745
0.078754,-0.099244,-0.168447,0.332452,0.09096,0.06975,0.408807,-0.011935,0.012641,0.08667,86,337,17.358605,0.077614,82.738983,0.004051,19.364362,0.014694,19.128571
0.100187,-0.070794,-0.144756,0.339789,0.110631,0.086606,0.408201,-0.01771,0.033861,0.08349,83,321,17.280667,0.045766,82.279213,0.001104,21.85082,0.023277,18.632967
0.117091,-0.039732,-0.112794,0.325295,0.117678,0.101842,0.387059,-0.028194,0.047745,0.085337,85,336,17.146011,0.048166,83.356364,None,21.462353,0.022968,16.457143
0.114299,-0.007608,-0.069678,0.294953,0.119149,0.109593,0.368531,-0.0326,0.034937,0.080629,85,363,16.993082,0.058872,83.838926,0.025152,20.217647,0.003989,16.618065
0.099315,0.038973,0.001443,0.239397,0.116666,0.118838,0.336738,-0.040528,0.003384,0.076403,77,335,16.773343,0.069328,84.767257,None,18.435,0.009448,14.604202
0.107413,0.048693,0.008091,0.240804,0.120616,0.123173,0.335754,-0.04012,0.010715,0.074755,76,289,16.763941,0.088355,84.807692,0.015899,18.983333,None,14.023636
0.114794,0.058279,0.015593,0.242139,0.124299,0.127594,0.335032,-0.03962,0.017454,0.072575,71,307,16.756587,0.089317,84.807692,0.014442,19,0.007832,14.061468
0.136029,0.082417,0.035477,0.23959,0.131149,0.139727,0.328677,-0.042837,0.0346,0.065475,82,318,16.742396,0.064846,84.985714,None,18.130909,0.021869,14.618692
0.200347,0.150878,0.091256,0.225744,0.148212,0.17503,0.304896,-0.057308,0.084331,0.0689,77,310,16.800378,0.094411,85.422,None,15.195732,0.012938,15.627778
0.208121,0.163302,0.104722,0.226451,0.151775,0.18158,0.304179,-0.057092,0.091339,0.06507,71,308,16.807751,0.094708,85.342953,0.017175,15.422981,0.033846,15.854717
0.210365,0.170754,0.115464,0.228447,0.153918,0.185793,0.305808,-0.055494,0.09416,0.065205,70,305,16.804753,0.097396,85.270701,0.013733,15.910526,0.01936,15.48
0.237121,0.216075,0.128342,0.255324,0.190502,0.191616,0.318126,-0.026356,0.124018,0.07627,76,519,16.789188,0.116064,85.393701,0.016328,16.084286,0.028862,14.235766
0.250936,0.242875,0.143543,0.269207,0.208741,0.197926,0.325192,-0.01187,0.139762,0.07277,71,294,16.816773,0.113063,84.764706,0.008078,17.273494,0.034325,15.464634
0.254085,0.253931,0.159812,0.272413,0.211871,0.204311,0.327947,-0.009409,0.14385,0.073854,73,322,16.833078,0.097993,84.87973,0.023325,17.105732,0.025493,15.351266
0.258877,0.267881,0.177403,0.277418,0.21708,0.21136,0.331621,-0.005323,0.149841,0.075506,72,300,16.86245,0.100134,84.709249,0.002404,17.33089,0.024194,15.051064
0.261585,0.278704,0.195481,0.280479,0.21918,0.218609,0.334611,-0.003717,0.153613,0.076628,66,338,16.892655,0.090424,84.595,0.004605,17.687755,0.028268,15.149215
0.263665,0.288461,0.213704,0.283065,0.220223,0.225992,0.337493,-0.002973,0.156758,0.077725,67,300,16.925966,0.093009,84.564179,0.028436,17.679452,0.024224,14.770588
0.265985,0.298405,0.231796,0.286041,0.221484,0.233423,0.340591,-0.002075,0.160216,0.078337,67,294,16.9606,0.083376,83.98209,0.026107,19.62,0.007556,14.271429
0.268016,0.307522,0.249085,0.288812,0.222326,0.240585,0.343567,-0.001524,0.163363,0.081,71,345,17.010465,0.094811,84.156522,0.015723,18.512609,0.039808,14.889823
0.269906,0.315956,0.26508,0.29144,0.223089,0.247242,0.346352,-0.001048,0.166317,0.084532,80,295,17.05886,0.089046,83.695288,0.013441,19.795588,0.021485,15.268966
0.271409,0.323206,0.279141,0.293548,0.223581,0.253069,0.348659,-0.000799,0.168747,0.086049,73,374,17.104161,0.074485,83.467317,None,20.431222,0.01412,15.329167
0.272538,0.329246,0.290838,0.295032,0.223954,0.257839,0.350334,-0.000656,0.170615,0.088227,80,346,17.138473,0.081283,83.356452,0.018978,20.944615,0.017575,15.208163
0.273041,0.333632,0.299735,0.295521,0.22398,0.261314,0.351113,-0.000804,0.171593,0.089362,78,373,17.167736,0.067238,84.266851,0.011395,19.413613,0.023437,14.513089
-0.483162,-0.569878,-0.487147,0.247598,-0.104595,-0.212554,0.439604,0.066134,-0.411668,0.099968,150,480,21.578415,0.008485,71.639665,0.00171,32.345404,0.006463,32.47
-0.47995,-0.567341,-0.485931,0.241506,-0.107015,-0.211827,0.433706,0.063811,-0.408333,0.099759,140,602,21.504135,0.008524,71.872388,0.004705,32.140481,0.004296,32.286876
-0.471647,-0.560783,-0.482819,0.225948,-0.113148,-0.209947,0.418602,0.057866,-0.399747,0.098862,136,471,21.319681,0.012912,72.288615,0.011669,31.440566,0.005502,32.280337
-0.380826,-0.485686,-0.485065,0.235552,-0.089392,-0.174406,0.384102,0.031078,-0.316266,0.105585,129,446,20.379366,0.011606,74.008584,0.006927,31.484681,0.009256,28.784549
-0.322507,-0.441775,-0.45523,0.21409,-0.094452,-0.139576,0.348634,-0.008892,-0.272364,0.097007,114,406,19.602081,0.013903,74.9448,None,27.602362,0.012496,30.571353
-0.291834,-0.421661,-0.418714,0.182042,-0.111738,-0.113898,0.31938,-0.045267,-0.255454,0.099547,112,393,19.123217,0.017516,76.727103,0.008338,25.859816,0.010225,27.927607
-0.235331,-0.396087,-0.399544,0.179227,-0.081249,-0.10875,0.329725,-0.025746,-0.222341,0.11123,102,389,18.485233,0.011191,78.318293,0.004916,24.278138,None,26.953012
-0.204526,-0.378828,-0.38993,0.174017,-0.070374,-0.102209,0.326309,-0.023981,-0.20136,0.113343,92,360,18.219341,0.012932,79.374757,0.024662,23.841262,None,25.23445
-0.184502,-0.364984,-0.384512,0.168418,-0.067431,-0.095158,0.317512,-0.029602,-0.185611,0.118906,99,329,18.075485,0.021246,79.525461,0.025263,23.071218,0.001367,25.38913
-0.166034,-0.352087,-0.380082,0.164605,-0.064013,-0.088596,0.310212,-0.034499,-0.170993,0.092852,92,378,17.941715,0.024899,79.288085,0.008192,22.435983,0.001448,26.23875
-0.148722,-0.339922,-0.376413,0.162361,-0.060072,-0.082422,0.304279,-0.038702,-0.157249,0.091678,92,333,17.848259,0.027449,79.519481,0.024047,23.098712,0.001871,25.393671
-0.104031,-0.313084,-0.363645,0.206376,-0.033236,-0.059637,0.325942,-0.03489,-0.130403,0.089844,86,649,17.775858,0.02343,79.652174,0.004413,20.949761,0.0059,26.652857
-0.063755,-0.288247,-0.352792,0.243232,-0.009581,-0.039627,0.343294,-0.032166,-0.105283,0.091472,91,344,17.769788,0.039872,81.178341,0.035505,20.195516,None,23.062996
-0.034399,-0.268717,-0.345469,0.263702,0.006143,-0.026018,0.351216,-0.031755,-0.085231,0.091596,89,423,17.743687,0.059904,81.290323,0.024777,19.496053,0.024517,23.126786
-0.008937,-0.248211,-0.335506,0.277897,0.019461,-0.013551,0.355996,-0.031621,-0.0661,0.093128,98,387,17.705791,0.036615,81.407944,0.020077,19.293243,None,22.352
0.025984,-0.197807,-0.286521,0.295318,0.04003,0.014372,0.36589,-0.027297,-0.03439,0.090447,91,353,17.55891,0.043396,81.904569,0.0042,18.938942,0.003975,21.139234
0.074306,-0.110623,-0.188858,0.32164,0.071032,0.062719,0.385051,-0.017319,0.012784,0.084494,86,330,17.379086,0.079813,83.025,None,18.051295,None,19.203109
0.087507,-0.096845,-0.182529,0.324393,0.07784,0.068809,0.384184,-0.017821,0.024094,0.08279,78,326,17.350597,0.07864,83.09,0.006064,18.193194,0.013362,19.145026
0.099959,-0.075735,-0.168335,0.343642,0.101764,0.079724,0.403731,-0.014853,0.035735,0.082083,82,348,17.32992,0.071465,82.720253,None,19.864286,0.008681,18.96506
0.126706,-0.043138,-0.14045,0.348827,0.121318,0.100898,0.394977,-0.025845,0.063928,0.090608,83,320,17.229941,0.04098,82.515789,None,21.473885,0.022336,18.731613
0.138073,-0.022613,-0.12187,0.343806,0.127896,0.109989,0.387099,-0.029578,0.072856,0.086737,89,657,17.183773,0.049705,83.139623,0.008241,21.307362,0.008316,17.390854
0.142284,-0.00186,-0.09887,0.331493,0.13112,0.116393,0.378122,-0.031639,0.072192,0.083267,90,338,17.101912,0.047872,83.532787,None,20.341885,0.021443,17.633333
0.136991,0.029369,-0.054368,0.300047,0.131206,0.123869,0.359476,-0.036145,0.057061,0.077458,83,335,16.95159,0.080028,84.216774,None,19.19816,0.004612,16.638889
0.124288,0.067397,0.005352,0.255089,0.12889,0.131926,0.334263,-0.042396,0.031104,0.071684,78,380,16.777305,0.072288,84.765306,0.028478,18.688235,0.002037,14.829936
0.131311,0.077274,0.014101,0.256646,0.132348,0.136803,0.333909,-0.041935,0.037656,0.070001,75,308,16.771371,0.072173,84.838776,0.01914,18.365806,None,14.701899
0.207621,0.157772,0.077824,0.241574,0.152477,0.178444,0.306056,-0.059435,0.097119,0.069696,80,328,16.816093,0.109338,84.707547,0.012375,17.768421,0.008782,15.580925
0.240103,0.204887,0.094248,0.262284,0.185238,0.188217,0.312435,-0.038082,0.130009,0.068777,76,352,16.811468,0.113831,85.398,0.008532,15.228659,0.038226,16.115625
