Overhang,Inclusion,Exclusion,Porosity,Volume,Surface Area,Compactness,Eccentricity,Total Blocks,Total Cost,Layer Diff Sum,Layer Diff Max
1432.75155327,0.829619361168,0.170380638832,0.528180304054,9648.02935943,3234.41510293,0.197562764123,3.34916735924,539.578957646,1704.76007914,111.193010037,33.5761062630
1290.48354633,0.845240655,0.154759345,0.507559475573,8579.70963387,2873.24543054,0.190562236797,3.20384945759,477.301949878,1506.62926871,103.056214411,29.8681202380
1199.35383783,0.854736505915,0.145263494085,0.495547974675,7883.09367972,2641.11502072,0.185914877787,3.12231473676,436.998271212,1379.77190643,97.8547987961,27.6220002512
2935.78694560,0.824563986535,0.175439331805,0.468197542398,19509.6581242,6753.88856895,0.200371639837,1.76045818405,1166.07041450,3523.08737985,111.333814501,22.7017687485
2870.42070682,0.82777123239,0.172232085745,0.46168516651,19952.9395237,6648.82669057,0.21392432867,1.73104832796,1156.47838298,3470.58224253,113.705707760,22.5796167251
2827.81630458,0.828837522605,0.171163594515,0.460083265199,20100.8245874,6592.68222089,0.218778041073,1.72056492782,1152.76108380,3442.94844828,114.697890337,22.5493707997
2861.39828100,0.829274812686,0.170734186209,0.459069312132,21535.0980703,6654.42085385,0.241607771561,1.70577335611,1167.79545851,3481.22362571,115.384114486,22.5277802243
2841.24824915,0.832800846071,0.167198130677,0.4506289986,22264.7118282,6593.66693240,0.259809146164,1.67536023341,1160.38996932,3450.94719433,117.623949545,22.3859303537
2835.90207200,0.829689311939,0.170310659092,0.45838471181,21421.5432478,6607.13779886,0.242212450601,1.71366704694,1160.90472874,3456.75639853,116.007456903,22.6442656354
2832.27421308,0.827628211021,0.172371788705,0.463516622675,20797.0144375,6618.34793789,0.229116889728,1.73597794810,1161.59633474,3461.40835430,114.815627621,22.7716574645
2729.55550008,0.819903570327,0.180096429672,0.484014274558,19678.9628751,6390.38222091,0.221389308115,1.99956683918,1117.39759610,3348.72638600,116.475094407,25.5891149813
2705.59673131,0.821248362909,0.178751637091,0.480977884195,19756.7411070,6331.80683152,0.22676366681,2.00259124353,1107.91615063,3318.16677832,117.697477517,25.6983254029
2667.27265707,0.82374511564,0.17625488436,0.475274196746,20025.9855938,6233.38823840,0.238533728748,2.00624475407,1092.22070025,3267.33676661,119.943314480,25.8866077520
2618.50075575,0.82672865969,0.17327134031,0.468622320145,20297.0038489,6110.30727528,0.25186102077,2.01219355909,1072.49094196,3203.62876400,122.544037188,26.1082202225
2418.84689734,0.83383502801,0.16616497199,0.463744559679,19141.2154396,5632.13622148,0.253812037206,2.09882310387,988.644632908,2952.93844912,120.892777958,25.8527034760
2305.52924200,0.838243062565,0.161756937435,0.458910203429,18595.5597879,5360.88824278,0.257799600383,2.14040501984,941.554509702,2809.99378287,121.092452776,25.8045932686
2217.35639257,0.839911832489,0.160088167511,0.456830874088,17467.1589205,5176.50588030,0.247239261997,2.17489372060,908.617478391,2709.06456955,121.898001617,26.0218703880
2155.92833356,0.841963831949,0.158036168051,0.453166387119,17027.1450218,5043.02498227,0.246799989804,2.18876847850,886.026175172,2636.66420019,123.116795998,26.1316993557
2099.72340672,0.844743763422,0.155256236578,0.447443096711,16156.0182893,4901.88423581,0.239237969125,2.19162180428,859.423565078,2553.74248531,123.639072573,25.9768609083
2033.95207776,0.847575479588,0.152424520412,0.441642117572,14538.1428376,4733.48175608,0.219438477711,2.19823422647,825.243940858,2450.50815230,123.318213533,25.6931652135
1982.16019320,0.848362268222,0.151637731778,0.440548395142,14244.8258576,4645.72735238,0.218430591437,2.20870688394,812.442132854,2404.33281233,124.503673159,25.8706349157
1935.40794309,0.848511107938,0.151488892062,0.441032224197,13942.7741207,4566.57609183,0.216701036942,2.22981858061,800.574506668,2363.17692788,125.414710443,26.1367992497
1899.30228798,0.847546209387,0.152453790613,0.444523028662,13688.6411651,4494.83006224,0.215492585737,2.27925620845,788.244005477,2327.13522875,125.758305697,26.6209021800
1873.17313217,0.844977729813,0.155022270187,0.45249941558,13463.0723679,4421.81214858,0.214944528287,2.37485371948,773.121355362,2292.23584868,125.357190718,27.4685468992
1849.43146351,0.840707714396,0.159292285604,0.465181771362,13207.8048635,4338.45355489,0.214443809443,2.51892354367,754.338588358,2254.06985466,124.403397811,28.7334524165
1822.31223437,0.834882328806,0.165117671194,0.481925499764,12884.6285809,4243.29820814,0.213249404649,2.70353337507,732.421623889,2211.44082045,123.292093653,30.4005959084
1789.67231222,0.827749863647,0.172250136353,0.501838991404,12484.0541989,4139.51875808,0.211014761726,2.91805916084,708.660181720,2165.68707546,122.284504889,32.4102024314
1752.51558813,0.820590908992,0.179409091008,0.521782321045,12038.3115448,4033.12528428,0.207955442528,3.13066730988,684.941229655,2118.62509007,121.395994962,34.4232913529
1675.76367131,0.818350923358,0.181649076642,0.53220226303,11545.5622754,3830.66952691,0.208997729769,3.28802745329,646.124063662,2017.91756304,120.574423096,35.6260559934
1581.72197788,0.824609448449,0.175390551551,0.525701969062,11027.7798799,3581.45778259,0.210549034027,3.29003391112,601.571310511,1885.13551155,117.762114407,34.6538533598
1503.89450172,0.834340766289,0.165659233711,0.512272563184,10469.5548034,3373.49133494,0.207617134723,3.19515574849,565.324843288,1770.07973958,112.867269342,32.3433632754
1424.26346996,0.843621647104,0.156378352896,0.499886307325,9881.56213105,3164.24402391,0.204162022901,3.10906994854,528.841261389,1654.82153517,108.026384037,30.1422764682
1371.73512754,0.850327529566,0.149672470434,0.490589843793,9505.63149032,3022.48647514,0.202220818212,3.04340371321,504.020138006,1576.17253301,104.662982657,28.5487056737
3016.97833934,0.831787457444,0.168212701257,0.449937337,24085.2865435,6829.08794855,0.284470261184,1.67418057819,1189.25623791,3578.13204709,116.371240008,22.3797821094
3082.08667085,0.83562183381,0.164378324339,0.440521105883,27730.2496752,6921.87109440,0.347645635668,1.61681633572,1215.61762293,3640.14159445,119.570149055,22.2005541388
2933.91710186,0.836870347935,0.16312352596,0.439645313072,25503.7786054,6700.04173588,0.316489029795,1.62239003085,1181.57382472,3515.91625308,120.432852111,22.1843966963
2907.33360393,0.836236386907,0.163762868992,0.44138700151,24631.4706113,6662.47188128,0.302133423808,1.63326968869,1174.10075103,3493.67381817,119.878216313,22.2156199845
2839.99513642,0.836989992934,0.16301001236,0.440278131916,23416.9711897,6552.25389174,0.285410728887,1.63736217658,1155.49057579,3431.49980554,120.220561729,22.2077228775
2827.86692632,0.834892617148,0.165107501376,0.445604973312,22748.2397214,6544.37370924,0.272704708063,1.66926286537,1152.90172719,3426.44333489,119.279550346,22.4490373300
2815.57522205,0.833620186483,0.166379815477,0.448887600486,22257.1209523,6530.21111402,0.263919465534,1.69143140932,1149.53038489,3418.10467498,118.772492939,22.6235084874
2744.41701702,0.828630247155,0.171369752846,0.462173251172,21416.6486837,6375.13237511,0.257114460356,1.86274709278,1119.43767386,3340.67660247,119.839573814,24.4468556292
2680.52479977,0.825996595152,0.174003404848,0.469517569691,20948.8308366,6228.98510470,0.257254285658,1.98682902734,1092.40474947,3267.41463405,121.440877345,25.8254623112
2649.99826300,0.827806044202,0.172193955798,0.465396922183,21051.8581488,6153.20097500,0.264334262972,1.98970571953,1080.11536577,3227.90645153,123.026246625,25.9560731338
2611.05304224,0.830059785272,0.169940214728,0.460387066032,21167.7075008,6056.75853071,0.272936928772,1.99421245134,1064.38020597,3177.56019935,124.934017729,26.1132489494
2491.90225747,0.834691820778,0.165308179222,0.455862831057,20523.4579954,5768.23265142,0.275736259026,2.04042440949,1013.83035904,3025.50688730,124.593408842,25.9938174826
2318.09713655,0.840665590902,0.159334409098,0.452728803412,19249.9229086,5350.48464684,0.272050770566,2.11826157209,939.526446128,2804.87479765,122.194327558,25.6452751012
2289.53732458,0.844029164149,0.155970835851,0.445255343077,19260.8503000,5250.59520124,0.279093146539,2.10930671333,921.163636922,2747.62187958,123.331966056,25.4793955707
2253.21720854,0.846372138818,0.153627861182,0.440380845482,19102.2570124,5153.45773858,0.282275202217,2.11064634765,904.054612605,2693.38934925,124.313168713,25.4436214288
2254.95688345,0.850473101496,0.149526898504,0.430371089653,19214.7023583,5090.70182786,0.289725050595,2.08022390854,890.057880390,2650.71109554,124.854748382,24.9615171790
2179.16449769,0.850503609198,0.149496390802,0.431904396526,18012.6526222,4950.54272488,0.274599886581,2.12033766293,865.009430097,2573.83734704,125.069261927,25.2531148687
2103.96484777,0.850137351463,0.149862648537,0.434452142952,16770.7835965,4813.24428214,0.258245709418,2.16666340826,839.857886186,2498.03646942,125.208028478,25.6020678700
1992.92339146,0.848457863707,0.151542136293,0.441122809542,14534.2166695,4613.54997304,0.226536752761,2.25109786314,802.527081427,2387.96383657,124.407994461,26.1788905280
1957.80156662,0.847380147181,0.152619852819,0.445127233433,14270.0870837,4539.29362786,0.225298836665,2.30608255765,789.496713387,2350.87099344,124.485809098,26.6742482559
1926.93418334,0.845330491301,0.154669508699,0.451855014326,13999.2931122,4463.24946432,0.223991077508,2.38796618072,774.756975108,2313.85902446,124.137569635,27.3838432095
1898.11526622,0.842306428875,0.157693571125,0.461326587955,13718.7964063,4382.24173618,0.222719083087,2.49756437278,757.954916303,2275.38802909,123.435782956,28.3247473041
1867.78492198,0.838471638663,0.161528361337,0.473095174302,13397.6734377,4293.44539126,0.221012524968,2.63009271694,739.019056925,2233.77036004,122.506094367,29.4656038491
1834.32253845,0.834303572273,0.165696427727,0.485949858071,13033.5632474,4197.48290733,0.218752636306,2.77305346188,718.585369888,2188.85221845,121.438662774,30.6875877913
1797.64954943,0.830867597245,0.169132402755,0.49741487687,12645.9699966,4096.00504477,0.216131251171,2.90215289855,697.521584988,2140.44286658,120.180642928,31.7143188447
1691.73788246,0.831966352369,0.168033647631,0.5012228834,12166.8408920,3816.94088097,0.221769080683,3.03067398757,646.169241163,1997.23769921,119.761504657,32.4888454451
1629.97276823,0.834915853253,0.165084146747,0.500165055483,11748.8806131,3650.69800296,0.221136414759,3.05868324087,615.478250654,1909.53517871,117.485504808,32.0707325484
1578.76022216,0.83975413133,0.16024586867,0.4949723726,11344.4455227,3511.61211631,0.218687163433,3.03152676833,590.338300093,1833.93127759,114.331013783,30.9489532598
1530.38518444,0.845127053442,0.154872946558,0.488298365162,10977.7381531,3379.75276792,0.216595888392,2.98928905358,566.754186298,1761.43002474,111.254661469,29.6843682434
1497.62335023,0.849678044343,0.150321955657,0.481971731136,10747.9265243,3285.67340953,0.215633027146,2.94585593459,549.818235850,1708.74318151,108.945472227,28.6052439490
3126.26665807,0.839518605934,0.160481493956,0.430332549448,29685.5533563,6950.19787055,0.384616968272,1.57537475200,1221.79600714,3659.52998295,122.053226018,22.0225814192
3094.60600768,0.838288411528,0.161711774361,0.433815916815,28782.7517680,6917.08046482,0.368690098221,1.58991491965,1216.39546708,3640.08931678,121.283040282,22.0819804350
2971.18340592,0.839170216142,0.160835123277,0.433418886226,26859.2762879,6732.95169726,0.341408093635,1.59619990218,1187.91827907,3536.80059921,121.887197304,22.0750175341
2908.91194094,0.840946164673,0.159049470497,0.429526196521,25762.5779204,6615.03323410,0.328366864065,1.59192078732,1167.01446059,3470.60370772,122.652281712,22.0098551376
2872.72213749,0.840259936831,0.159740297019,0.431710805025,24908.2198791,6567.93527108,0.314330207814,1.60379465002,1159.18175545,3443.49804266,122.231724790,22.0606533458
2827.49178274,0.839536302097,0.160463683288,0.434108792672,24048.7953635,6498.11212516,0.301498094474,1.62889353325,1146.93458744,3404.36395845,122.249817064,22.2757592324
2810.11196927,0.838671950892,0.161328049727,0.436433685383,23621.6224271,6468.34283528,0.294984466035,1.65269899532,1140.77346349,3387.81515786,122.160599294,22.4956713753
2785.70418079,0.83822722742,0.161772772579,0.43781007564,23310.7830900,6418.39707742,0.292254487213,1.68066400454,1131.87105483,3361.91403843,122.524709159,22.7947139324
2668.32926917,0.83011118592,0.169888814078,0.459451721737,22065.3083813,6158.00264816,0.284213387495,1.96674965370,1081.94294781,3232.96563412,124.495989416,25.8613297149
2643.31664805,0.831590285168,0.168409714832,0.456054265658,22075.5294711,6095.99975736,0.28857539414,1.96820437771,1071.39138132,3199.97068209,125.740726486,25.9500896334
2612.67972609,0.833677079986,0.166322920014,0.451382019275,22101.6613563,6014.98559837,0.294619017099,1.96859828891,1057.73885731,3156.78561553,127.116475426,26.0066984490
2557.30494049,0.836675776456,0.163324223544,0.446403481751,21892.1282333,5871.64005654,0.299126585138,1.98066538103,1032.65879584,3080.11836957,127.829880655,25.9592307194
2367.84620086,0.845579964855,0.154420035145,0.439622844478,20281.5734317,5364.50064055,0.293467779287,2.05818578182,938.889394890,2805.86117360,123.163287861,24.9877666786
2326.54526512,0.847046970153,0.152953029847,0.436979111358,20076.3987935,5272.22144704,0.295147752405,2.06953300478,923.250494143,2756.87301198,124.181050325,25.1071263598
2334.70263898,0.851317002937,0.148682997063,0.426469288802,20253.5764253,5215.53652495,0.303683570521,2.03685289976,909.760656158,2717.17730064,124.668733313,24.5908448076
2296.54526499,0.852168349877,0.147831650123,0.425297315677,19954.5746015,5134.35533700,0.302503167484,2.05316108921,895.326212898,2673.05739022,125.423491551,24.7422669480
2255.27852286,0.85256202821,0.14743797179,0.425377932368,19578.0068545,5051.78650745,0.299949089194,2.07635764389,881.409232917,2629.31808270,125.898918580,24.9433187733
